Instrument,Yearly Return
US04247X1028,0.15664876416757237
US0427351004,0.10540731747190533
US0454871056,0.08196170197910668
US04621X1081,0.14503369327997273
US0527691069,0.20767138957108833
US0530151036,0.14106662618342755
US0533321024,0.19459590301937438
US0534841012,0.03636274178950637
US0536111091,0.15976313202627526
US0537741052,0.3522469129966108
US0538071038,0.057684913154747317
US05605H1005,0.2125945588589841
US0565251081,0.21058542779614658
US0576652004,0.1377608144855129
US0584981064,0.08974544570844184
US05969A1051,0.2520635935552815
US0605051046,0.18957391909671573
US0640581007,0.14940602119782673
US06652V2088,0.12204274316771546
US0718131099,-0.004724385888606151
US0758871091,0.07991670161808488
US0774541066,0.15187133770107442
US08160H1014,0.11133622244283845
US0844231029,0.17256433890383438
US0846801076,0.05441379361956595
US0865161014,0.1614378040528275
US0905722072,0.1268457495530762
US09062X1037,0.07217536609314867
US09073M1045,0.13491337496905983
US0921131092,0.06456611571064483
US09227Q1004,0.09272475927844352
US0936711052,0.12562833851934674
US0970231058,0.13440951464560572
US0995021062,0.16330596468832725
US0997241064,0.06716508413833323
US1005571070,0.12361636346176516
US1011211018,0.008664745945779019
US1011371077,0.23337261284841876
US1033041013,0.24014615714441312
US1046741062,0.0906258934263145
US1053682035,-0.04366763868539967
US1096411004,0.23210436309118432
US1096961040,0.16033831038493013
US1101221083,0.05380087309641601
US11133T1034,0.18416493992277266
US1143401024,0.1653900351255236
US1156372096,0.041265221026549205
US1167941087,0.12455446565800544
US1170431092,0.14216051912403965
US12503M1080,0.1877336359655154
US12504L1098,0.19357091746790606
US1252691001,0.11936222949866168
US12541W2098,0.08507556416787648
US12572Q1058,0.156720534808508
US1258961002,0.10207912417136054
US12621E1038,0.16569800909623544
US1263491094,0.1475046290711966
US1264081035,0.1441698682201593
US1265011056,0.1503159852437561
US12662P1084,0.18603984218387615
US1266501006,0.07860167734801872
US1270551013,0.09388977637115017
US1270971039,0.08035531379323667
US1271903049,0.2069681576179011
US1273871087,0.2851117216866936
US1282461052,0.046684689152405624
US1295001044,0.14140473881070786
US1307881029,0.08489370607006325
US1311931042,0.10220940452164251
US1331311027,0.054879143986456796
US1344291091,0.01649281390465265
US14040H1059,0.15968912500289092
US14149Y1082,0.13904359324071153
US1423391002,0.16985968492154652
US1431301027,0.08850958121539852
US1442851036,0.23594430065983443
US1462291097,0.021295407679231413
US1475281036,0.19298072361222596
US14808P1093,0.06267985748141329
US1491231015,0.16059762762961033
US1508701034,0.03761225823215713
US15135B1017,0.14428626533752026
US15189T1079,0.07512423854589739
US1535272058,0.14837779635399811
US1547604090,0.09073643900747205
US1598641074,0.1683930802957858
US16208T1025,0.01990634270879902
US1630721017,0.09363670420769231
US16411R2085,0.26102257151047437
US1653031088,0.12887330995302848
US1667641005,0.061974253056593896
US1689051076,0.1316623516922101
US1696561059,0.1626398190070915
US1699051066,0.10308055960964357
US1713401024,0.11489809404977523
US1717793095,0.26428528762601167
US1720621010,0.13858499112906628
US1727551004,0.19774667534570442
US17275R1023,0.12307130258439694
US1729081059,0.24625332174327705
US1729674242,0.134639314686962
US1844961078,0.13330908420765347
US1844991018,0.10251100084676981
US18538R1032,0.042146244872835525
US1890541097,0.05557016906621
US1912161007,0.06410635208601911
US1921085049,0.1775525607395699
US1924221039,0.1659871054706757
US1924461023,0.08484282849875416
US1925761066,0.12690046328614124
US1941621039,0.050112732585243985
US1972361026,0.06755823838599719
US1985161066,0.08964254553671762
US1993331057,0.07247266750400427
US1999081045,0.382963642365888
US20030N1019,0.07895315909482546
US2003401070,0.1338413803321012
US2017231034,0.15715745464664915
US2041661024,0.12557666424909597
US20451N1019,-0.023433770020783985
US2058871029,0.013209120423037778
US20825C1045,0.09206521890526342
US2091151041,0.0521833750235034
US21036P1084,0.1698209186231344
US2172041061,0.23122936890389473
US2193501051,0.17445823560069185
US22002T1088,0.034056198907585
US22160K1051,0.20340884402228934
US22160N1090,0.21898621488516667
US22410J1060,0.041620838502017574
US2270461096,0.21293421352050965
US2283681060,0.10389328771549361
US2296631094,0.11160279689344982
US2310211063,0.13601860987625478
US2315611010,0.23790100974456507
US23331A1097,0.22887562762984545
US2333311072,0.09343198110778803
US2358252052,0.13019427623581614
US2358511028,0.15079726012970476
US2371941053,0.14666103501455857
US2372661015,0.11269267548684608
US23918K1088,0.11981414087683884
US2435371073,0.2041374673486711
US2441991054,0.1529473885218731
US2473617023,0.1903198024839638
US25179M1036,0.08035422840502293
US2521311074,0.3350816255508549
US2527843013,0.031013189117191316
US2533931026,0.19362239700002634
US2538681030,0.08929872275656524
US2544231069,0.04918572784221881
US2545431015,0.11311814635680373
US2546871060,0.1138676880756829
US25659T1079,0.06859163944521963
US2566771059,0.09623308740371324
US2567461080,0.10567699764208624
US25746U1097,0.025917487649523896
US25754A2015,0.22196710850273904
US2576511099,0.08581507413974918
US2582781009,0.17583299866644805
US25960P1093,-0.0045573605615778865
US25960R1059,0.10260845919040107
US2600031080,0.13258212032732455
US26441C2044,0.06185220605387137
US2674751019,0.2806892042010105
US26875P1012,0.11868304078779934
US26884L1098,0.15071810814396158
US26969P1084,0.1922228953389351
US2772761019,0.11493316255033934
US2774321002,0.05081791967835064
US2786421030,0.17330372440377742
US2788651006,0.12448428999281957
US28035Q1022,-0.03353940814649938
US2810201077,0.05319269686729695
US28176E1082,0.17767067355565916
US2829141009,0.06959326313843116
US2855121099,0.2171315675712928
US29084Q1004,0.2655405034680464
US29089Q1058,0.2208497188406896
US2910111044,0.10365399869965969
US2922181043,0.09000436591871136
US2925541029,0.12006827707102818
US29275Y1029,0.1492429039927602
US29355X1072,0.19797198387863285
US29362U1043,0.21800477557761677
US29364G1031,0.0943540256251119
US2944291051,0.16485521789071755
US29444U7000,0.1716167854712674
US29476L1070,0.03016273921555484
US2963151046,0.18026738189404606
US2987361092,0.16274669940180259
US30040W1080,0.0724798038605958
US30063P1057,0.3063751113252715
US30161N1019,0.053735889588452185
US3020811044,0.19088072698573583
US30212P3038,0.21557462414614664
US30225T1025,0.14749857191869883
US30226D1063,0.26449333862608326
US30231G1022,0.052147764734250784
US3024913036,-0.009647194755362663
US3029411093,0.1384975206468084
US3030751057,0.10245707900557689
US3119001044,0.12388140458700804
US3142111034,0.12433125743795914
US31428X1063,0.11549736246174705
US3156161024,0.09804217125036349
US31620M1062,0.0864475795594605
US31620R3030,0.15594053948171727
US3167731005,0.12896339277571894
US31847R1023,0.13519162732791865
US3202091092,0.058833746143507344
US3205171057,0.11857425169799579
US33616C1009,-0.06045839380682284
US3364331070,0.2776445984754352
US3377381088,0.14170814429893086
US3379321074,0.027208856122186376
US3434121022,0.10181498275943336
US3434981011,0.018635839833974953
US34354P1057,0.09500043335360224
US3453708600,0.06393938125835512
US3463751087,0.2707161644570026
US34959E1091,0.27904426893202716
US34964C1062,0.13057981826762022
US34988V1061,-0.010916293934002631
US3546131018,0.014052611717842403
US35471R1068,-0.09127129398623518
US35671D8570,0.12495748822990707
US3596941068,0.09055409982996959
US3614481030,0.12517594328784565
US36162J1060,0.11893180159779942
US3635761097,0.16640168569692823
US3647601083,0.1346812746082296
US3666511072,0.1779057043498227
US3687361044,0.21971308925820765
US3695501086,0.13553888192156233
US3703341046,0.02549545764893974
US37045V1008,0.1250823739013119
US3715321028,0.10328968931589402
US3719011096,0.07247505726255624
US3724601055,0.07508336351065406
US37247D1063,0.1262377321011441
US37253A1034,0.1273179458693308
US3746891072,0.1661984644198475
US3755581036,0.1461496586585217
US37940X1028,0.12162553372545612
US38141G1040,0.1800991770026262
US3825501014,0.048325325356683685
US3841091040,0.1428533065331521
US3848021040,0.14960586079824512
US3873281071,0.16266282713423147
US3886891015,0.11178210210902167
US3932221043,0.15274913824178038
US3936571013,0.1420133866282679
US3976241071,0.051556511095894535
US3984331021,0.2496933116046831
US3989051095,0.2205739655908856
US40171V1008,0.23668598653264714
US40412C1018,0.26472919247852306
US4042511000,0.07900638904919571
US40434L1052,0.10215829844827715
US4050241003,0.08729716395863114
US4052171000,-0.11641196947024675
US4062161017,0.07919331406752209
US40637H1095,0.27177006351977223
US4101201097,0.08966788913048847
US4103451021,0.09276611028838966
US4108671052,0.13800169112691663
US4128221086,0.024220678699178873
US4131601027,0.12362273511406643
US4158641070,0.12139518019594892
US4165151048,0.17093263439260395
US4180561072,0.0913788934560856
US4198701009,0.013731575384945906
US4202611095,0.1930804593512826
US4227041062,0.22081397080707413
US4228191023,0.14006478590529148
US42330P1075,0.1455590923591466
US4234521015,0.043335779747043245
US4262811015,0.12372366767255837
US4278661081,0.09076803790705607
US4282911084,0.12492521226719114
US4312841087,0.018995249020959105
US4315711089,0.0717800649690559
US4327481010,0.1381516252926035
US4364401012,0.12795939777065996
US4370761029,0.17845593468423443
US4385161066,0.11584171518061584
US4403271046,0.09737439684607255
US4404521001,0.049715162866660015
US44107P1049,0.035713784169145696
US4448591028,0.12534528991580146
US4456581077,0.1153803497677415
US4461501045,0.1108239801992677
US4464131063,0.19235939921523434
US4470111075,0.03635639663224403
US4474621020,0.15395327361589065
US44925C1036,0.11416765895037378
US44980X1090,0.10097542112857516
US4511071064,0.09772082345012251
US45167R1041,0.12558935445256006
US45168D1046,0.23991725582411016
US4523081093,0.13073067889293333
US4523271090,0.1449182914954682
US45337C1027,0.18971201297304013
US4571871023,0.07333335786548996
US45765U1034,0.18540496926295416
US4576693075,0.4983408060956274
US45768S1050,0.0992798546427939
US45784P1012,0.2791414896682308
US4579852082,0.041550891925291364
US4581401001,0.08172301040497336
US4583341098,0.18118924872803538
US45841N1072,0.2574962098684359
US4586653044,0.14175466327510344
US45866F1049,0.15723165805481892
US4592001014,0.06344154048942437
US4595061015,0.04199663750400333
US4601461035,0.05577271835463531
US4606901001,0.09592418500147257
US4612021034,0.2068254658835079
US46120E6023,0.21415806888575173
US46269C1027,0.1391442996609215
US46284V1017,0.13660152219514857
US4657411066,0.13513889606288743
US4660321096,0.059714999007199066
US46625H1005,0.18427361667447587
US4663131039,0.21659845720357396
US4778391049,0.20000200641716545
US4781601046,0.08867528183230008
US48020Q1076,0.14984838732450143
US48123V1026,0.07590568007967934
US48242W1062,0.06736806459180766
US4824801009,0.2910119216316328
US48282T1043,0.22252881103194874
US4830077040,0.09752069052257388
US48666K1097,0.22671470304969088
US4878361082,0.0583550536171162
US4881522084,0.02440856931042447
US4884011002,0.07583748726917158
US4891701009,0.01681279197096536
US4893981070,-0.00045217958702972185
US4932671088,0.10825855036852078
US49427F1084,0.03214989796788191
US4943681035,0.055709270083571065
US49446R1095,0.049952973056246
US49456B1017,0.01723282417669382
US4972661064,0.08150602523270505
US5002551043,0.0425791804775565
US50060P1066,0.06832189285143081
US5006432000,0.1595687083195862
US5010441013,0.15341780176890749
US50105F1057,-0.008703264724835085
US5018892084,0.08987095784853112
US50212V1008,0.23721402777398284
US5021601043,0.17823221345129053
US5053361078,0.11924804899001848
US5150981018,0.0959016009586492
US5178341070,0.07276177734787737
US5184151042,0.27571716886493236
US5184391044,0.07857795199611169
US5218652049,0.10961781132167814
US5246601075,-0.01112256296902054
US5253271028,0.1815807013937219
US5260571048,0.1818677033905607
US5324571083,0.2538342589078415
US5339001068,0.15287208212419282
US5341871094,0.12392081719776148
US5367971034,0.27451662161342505
US5370081045,0.1493061076609081
US5398301094,0.1500577155937005
US5463471053,0.24868206985970803
US5486611073,0.1916196179711682
US55261F1049,0.09160760401196012
US5526901096,0.08480489706592664
US55277P1049,0.09418261607266959
US5529531015,0.14387966334548302
US55306N1046,0.17821274867971704
US5534981064,0.14256082298148692
US5535301064,0.04726955651840683
US55405W1045,0.23598398192278627
US5543821012,0.03560334240704857
US5544891048,-0.013145801585274867
US55616P1049,0.07282245506851018
US5562691080,0.09323619260886537
US56418H1005,0.03332435810646807
US56585A1025,0.24125587862503378
US57060D1081,0.17301761776428703
US57164Y1073,0.16022974806152884
US5717481023,0.1412226813690142
US5719032022,0.18967540152156598
US5732841060,0.18211071661594794
US5745991068,0.16908879005851438
US57636Q1040,0.22430120241364593
US5766901012,0.15983662846490593
US5770811025,0.027432202792504037
US57776J1007,0.18885303689285543
US5797802064,0.08633164819803385
US5801351017,0.09285366535258147
US5805891091,0.11969022800104745
US58155Q1031,0.19719319428205806
US58463J3041,0.008829710394608335
US58933Y1055,0.07954197805501903
US5893781089,0.20347803237717668
US5898891040,0.19893468361811836
US59001A1025,0.19944460787705637
US59156R1086,0.10157695011205631
US5926881054,0.1840627447659222
US5949181045,0.23144818030229725
US5950171042,0.13747108358223006
US5951121038,0.3379432723226573
US59522J1034,0.06934593077983593
US5962781010,0.16197787669798117
US5966801087,0.11808656079697076
US6005441000,0.05090029673234886
US6031581068,0.0919398628741371
US6078281002,0.33898578328219475
US6081901042,0.10183598669596833
US60855R1005,0.18290883041107847
US60871R2094,0.03403127012812744
US6092071058,0.07620920056191983
US6098391054,0.3531186366566389
US61174X1090,0.18678354622558885
US6153691059,0.2153559169392938
US6153942023,0.1585944961769285
US6174464486,0.20002151672726126
US6177001095,0.12631614423392068
US61945C1036,0.022701531717928693
US6200763075,0.1814154589812416
US6245801062,0.09152911696130452
US6247561029,0.20984441950602903
US6247581084,0.2062075602589892
US6267171022,0.10362971651059412
US6284641098,0.08745506701366487
US62886E1082,0.07082232890380637
US6293371067,0.13473286036259915
US6293775085,0.23447553995490786
US6311031081,0.19237849149052882
US6361801011,0.05461149763858483
US64110D1046,0.13348060124926653
US64110L1061,0.41711903496357816
US64111Q1040,0.08942184408201045
US64115T1043,0.06205754897891372
US6460251068,0.06403222450295505
US6501111073,0.20023166454519722
US6512291062,-0.04186227237048023
US6516391066,0.08744172140363371
US65339F1012,0.14331370773828123
US6541061031,0.1008246214015204
US65473P1057,0.126826895671864
US6556631025,0.14688441823869566
US6558441084,0.13281436290748766
US6658591044,0.1105939055949631
US6668071029,0.18866041982483195
US6680743050,0.05480122565306263
US6703461052,0.14687998754280684
US67066G1040,0.5544414945722471
US6708371033,0.0537681326337653
US67103H1077,0.2336011724414286
US6745991058,0.04163365079877395
US6752321025,0.1159621825863126
US6780261052,0.05457492860762587
US6795801009,0.23403526788720286
US6806652052,0.07179301707072808
US6819191064,0.0605138588025045
US6819361006,0.08143354577013914
US68213N1090,0.12128712643036337
US6821891057,0.20852919674471765
US6826801036,0.12247756255074663
US68389X1054,0.1961013610264088
US68554V1089,0.05350292259605434
US6866881021,0.17620738436497158
US6882392011,0.17930863712404024
US6896481032,0.113464767068854
US6907321029,0.01957027591238026
US6907421019,0.14671821213250424
US69331C1080,0.03362691384662948
US6934751057,0.11189282624112809
US69349H1077,0.10132450578838774
US6935061076,0.08279989393816425
US69351T1060,0.04205661846171257
US69354N1063,0.07052551344291946
US6936561009,0.0871350168405371
US69370C1009,0.1912329030113934
US6937181088,0.12502213850309363
US6951561090,0.17198281563520412
US6988131024,0.12831587030943215
US7010941042,0.2017294918627704
US7043261079,0.11397794945977613
US70509V1008,0.008439929863676914
US7055731035,0.23850387474548335
US7075691094,0.16983923882009436
US70959W1036,0.19860376862947715
US7134481081,0.06848205319641469
US7140461093,0.13290891545782013
US7170811035,0.03449615754180609
US7181721090,0.07266153023286802
US7201902068,-0.023630987225693983
US7234841010,0.0634303895167998
US7240781002,0.25942087619174614
US7291321005,0.13328165086038168
US72919P2020,0.4424849051692805
US7310681025,0.07116172256729379
US73278L1052,0.18227520283830584
US7365088472,0.06064016148320177
US7374461041,0.1589088844571914
US7376301039,0.064656900761224
US74112D1019,0.1535005793757482
US74144T1088,0.07352477329526194
US7415111092,0.08179329198676946
US74164M1080,0.2069246927737597
US74251V1026,0.11799049866058398
US7427181091,0.0751440803837734
US7433121008,0.07910460032384227
US7433151039,0.19331837990045253
US7443201022,0.08129015659978071
US7445731067,0.08698721890216862
US74460D1090,0.07356200975711347
US7458671010,0.2603322575900957
US7473161070,0.13050358333150647
US74736K1016,0.18844258035024938
US7475251036,0.13614556118805451
US7476191041,0.05370818362631674
US74762E1029,0.2619700602120925
US74834L1008,0.1078248276002177
US7496071074,0.1366615371207645
US74965L1017,-0.018234788357709766
US7496851038,0.13384670061716136
US7502361014,0.2588367186336547
US7509171069,0.2716972568611722
US7512121010,0.11066026370353779
US75281A1097,0.122217864563403
US7547301090,0.1727125154025391
US7549071030,-3.619617860897958e-05
US7561091049,0.06043536653829874
US7587501039,0.11441947735464958
US7588491032,0.06296020971361022
US75886F1075,0.19954619819501151
US7591EP1005,0.15769686103694178
US7593516047,0.11671092819826508
US7595091023,0.1512468382592258
US7599161095,0.3606353749772997
US76009N1000,0.06595115013315675
US7607591002,0.15604194329854562
US7611521078,0.189791251613628
US7703231032,0.03713536367129927
US7739031091,0.14965641424927706
US7751331015,0.14178040406069303
US7766961061,0.13335637322804006
US7782961038,0.16452099343452709
US7802871084,0.13574832678253906
US7818462092,0.15587215821447326
US7835491082,0.1306361615717824
US78377T1079,0.13768088013274427
US7841171033,0.13331840250843197
US7843051043,0.07100971693916941
US78442P1066,0.17186203737908096
US78454L1008,0.3012199228438827
US78463M1071,0.1926806432854431
US78467J1007,0.19770810407542733
US78573L1061,0.06371024484690617
US79466L3024,0.20503962094547024
US8010561020,0.24157032970979914
US8036071004,0.5045490782608258
US8060371072,0.06285368155315105
US8064071025,0.08596749260757136
US8085131055,0.19799548661018346
US8085411069,0.001524335470000809
US8101861065,0.07991347191995068
US81211K1007,0.0795929581629631
US8163001071,0.12843961448222013
US8168511090,0.1020123887894099
US81725T1007,0.0877159020355872
US8175651046,0.16798611050738554
US8243481061,0.20097477344862447
US8269191024,0.13907167517852564
US8288061091,0.07187817688048886
US8290731053,0.16891840397012142
US8308791024,0.2560690611425041
US83088M1027,0.1480778137969373
US8318652091,0.1661436731593306
US8326964058,0.038016194587341276
US8330341012,0.15474239507807047
US8354951027,0.03564319399893248
US8425871071,0.06713169577055941
US84265V1052,0.15499071801620262
US8447411088,0.1373931925812938
US8448951025,0.06679636331415943
US8485741099,0.14142263077826803
US8523123052,0.23817338989911588
US8536661056,0.08599011993266711
US8542311076,0.17376454833356192
US8545021011,0.03915268711331228
US8552441094,0.11825665103821029
US85571B1052,0.05032119610910903
US8574771031,0.11927384603901223
US8581191009,0.22668190829057416
US8581552036,0.11701017838055221
US8585861003,0.031297710620420124
US8606301021,0.16046016123385792
US86183P1021,0.07575547263140313
US8636671013,0.15536467253488623
US8660821005,0.02925677268819047
US8666741041,0.10606085103119561
US86722A1034,0.06662265875369389
US8681681057,-0.03970765811633413
US87157D1090,0.1398447574208595
US8716071076,0.23166935213898526
US87161C5013,0.14760420700099158
US87162W1009,0.23333322298429393
US8725401090,0.17337079418501922
US8725901040,0.2526230553249159
US8740541094,0.25103919936008384
US8754651060,0.08237973415290215
US87612E1064,0.08271972035769988
US87612G1013,0.24408604284472316
US8793601050,0.1869122703227289
US8793691069,0.08648838991776812
US8794338298,0.14462431409690904
US88023U1016,0.21835225827629415
US8803451033,0.08983493473610722
US88076W1036,-0.004294761667005362
US8807701029,0.24280554992103276
US8807791038,0.15343159827974295
US88160R1014,0.5805583018835012
US88162G1031,0.1747298663690806
US8825081040,0.1422220469774509
US8826811098,0.20611147784271266
US8832031012,0.12344415477977183
US8835561023,0.19749352618948557
US8851601018,0.17784358539137415
US88554D2053,0.19646245413110014
US88579Y1010,0.08419011329839078
US8873891043,0.10892282747858459
US88830M1027,0.1079158568647039
US8910921084,0.13506709161945804
US8923561067,0.1696654209651512
US8936411003,0.26931611201535016
US89417E1091,0.1287366467555193
US89469A1043,-0.032657409963803175
US89531P1057,0.29568319833806844
US8962152091,0.09364167473688642
US8962391004,0.1401310147057661
US8965221091,0.1341103419024631
US89785X1019,-0.00837373043657747
US9022521051,0.22243509847411783
US9024941034,0.10686942162083432
US9026531049,0.037154129197895985
US9026811052,0.0742967513229443
US9029733048,0.06522814530009217
US90328M1071,0.0862808704963936
US90384S3031,0.19791455623125648
US9043111072,0.03172742671945361
US9047081040,0.09692964929969185
US9078181081,0.12052967600545926
US9092143067,0.06269295117980933
US9099071071,0.053175820670912324
US9100471096,0.19175801391673675
US9113121068,0.04724253431272884
US9113631090,0.31505989186275163
US91324P1021,0.1671405445392804
US9132591077,0.06228999722182953
US9134561094,0.046810691152989026
US91347P1057,0.20258744906100215
US91529Y1064,0.13159366333256203
US9182041080,-0.0002736608128642101
US91879Q1094,0.12337644143568532
US91913Y1001,0.22035346782341764
US9202531011,0.134342206982918
US9224171002,0.09065304246340425
US92276F1003,0.07028202563827662
US92343V1044,0.018924844136254344
US92345Y1064,0.14484420906311346
US92532F1003,0.23679507885160794
US92552V1008,0.11923769819117991
US9255501051,0.12336894277866718
US92826C8394,0.20910912397220666
US9282981086,0.06910991984838952
US92835K1034,0.11288543603378223
US92839U2069,0.16797116539995638
US9290421091,0.016649889336062755
US9291601097,0.1671342074499306
US92922P1066,0.04684302412178269
US9292361071,0.13623714229381884
US92936U1097,0.056450553300109445
US92939U1060,0.1022389637341325
US9295661071,0.08288747788483386
US9297401088,0.16775155852386797
US9311421039,0.1333136026852535
US93148P1021,0.21422932981036089
US9396531017,-0.018203161856486634
US94106L1098,0.14162510652692115
US9418481035,0.1349798076461344
US9427491025,0.1703598218904933
US9478901096,0.12495574192030126
US9488491047,0.06396239649431865
US9497461015,0.11278234522256173
US95040Q1040,0.11467575286665171
US95058W1009,0.07713737608111615
US95082P1057,0.17734279547666398
US9553061055,0.23151737196468775
US9581021055,0.21672956986051395
US9598021098,-0.022454540528338895
US9604131022,0.11770117143503997
US96208T1043,0.13169424220766415
US9621661043,0.05565139411175588
US9633201069,0.0858107385426552
US9682232064,0.020392482310336565
US9694571004,0.09948667211206487
US9699041011,0.2414005433540663
US9746371007,0.19621848597606295
US97650W1080,0.14510195547793414
US9814751064,0.019059501672662533
US9818111026,0.17568020792897943
US9831341071,0.09700476645773594
US9837931008,0.3758350701572447
US98389B1008,0.09559833296472227
US98419M1009,0.15657347187982054
US9884981013,0.1050839154443415
US9892071054,0.20630658845648003
US98956P1021,0.06777272067857275
US9897011071,0.13881936177407964
